"","944946_CSF_25H_080224","945949_CTR_25H_CSF_070224","948_CSF_25H_080224","950951947_CSF_25H_080224","952953_CSF_25H_080224","954961_CSF_24H_080224","955961_CSF_24H_080224","956_CSF_24H_080224","957_CSF_24H_080224","958963_CSF_24H_080224","959_CSF_24H_080224","960962963_CSF_24H_080224","32963296.1_VECPAC_200224","330632963296.1VECPAC_200224_2","33283356_VECPAC_190224","333033473689_VECPAC_190224","335233703689_VECPAC_200224","335533643665_VECPAC_200224","935_CTR_LPS_CSF_070224","936_CTR_LPS_CSF_070224_2","937_CTR_LPS_CSF_070224","938942_CTR_LPS_CSF_070224","939940.2_CTR_LPS_CSF_070224","940934_CTR_LPS_CSF_070224","941_CTR_LPS_CSF_070224","942_CTR_LPS_CSF_070224","943_CTR_LPS_CSF_070224","CSF_75_103_20122021","CSF_106_20122021","CSF_105_21122021","CSF_101_102_104_21122021","DSS_7177T0.5_090224","DSS_7274T0.8.2_090224","DSS_73_090224","DSS_76_090224","DSS_B896_090224","DSS_T0.5B897_090224","DSS_T0.7_090224","DSS_T0.8_090224","CSF_81_83_108_113_21122021","CSF_109_21122021","CSF_110_21122021","CSF_113_20122021","DSS_7911180902_090224","DSS_114107_090224","DSS_BT1.8_090224","DSS_T1.5T1.7902_090224","DSS_T1.6901_090224","CSF_88_118_21122021","CSF_89_PROVA_07122021","CSF_115_116_121_122_21122021","CSF_118_120_21122021","DSS_8586T3.878906_120224","DSS_91_120224","DSS_117_120224","DSS_1229087_120224","DSS_906T3.8_120224","DSS_907_120224","DSS_T3.6_090224","DSS_T3.7_090224","CSF_96_20122021","CSF_70_21122021","CSF_97_21122021","CSF_123_124_126_20122021","CSF_129_21122021","DSS_93126T5.6_120224","DSS_95127_120224","DSS_12994128_120224","DSS_911T5.6_120224","DSS_912_120224","DSS_T5.5T5.8_120224","DSS_T5.7_120224","3297_VECPAC_190224","33543353VECPAC_190224","3369367333713677_VECPAC_190224","36743677_VECPAC_190224","36773688_VECPAC_190224","3679_VECPAC_190224","36803629.1_REP_VECPAC_200224","3681_VECPAC_190224","3687_VECPAC_190224","VECPAC_36783675_120224"
"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone"," 0.5926162398","-0.0478241082","-0.1948365226","-0.3898519672","-0.1060725883"," 0.2910965288"," 0.9157665959"," 0.0904345674","-0.7115532851","-0.1878081203"," 0.8327777639","-0.3314880353","-0.3613863749"," 0.2221285038"," 0.1524885530","-0.2978166640"," 1.0842322614","-0.9037755361","-0.6878086773"," 1.0505402438","-0.0489059469"," 0.7431273872"," 0.4981084832","-0.1385192978","-0.8069773876"," 0.4126417636"," 0.8976856003","-0.7778605073","-0.8279340583","-0.7957547764","-0.8729914914","-0.6937661211","-0.5135502386","-0.8714828356"," 0.2517845701","-0.4594437500","-0.7035621258","-0.2120002600"," 0.8187748009","-0.8122058506","-0.8333726497","-0.8177851384","-0.8009099645","-0.0102751545"," 0.4374717225"," 1.6050002714"," 1.1830164897"," 1.1104644304","-0.7817169642"," 6.2811858549","-0.8034591184","-0.8133198556","-0.1411450113"," 0.1354939145"," 1.1664337764"," 0.2501772714","-0.3775491311","-0.7163135610"," 1.1292974100","-0.2264063075","-0.8322163485","-0.8003918743","-0.7935961526","-0.7551057346","-0.8327401447","-0.7330618841","-0.5574723271","-0.3738301908","-0.6314177093"," 1.7756243691"," 0.3899573242"," 0.4605846453","-0.8970274743","-0.1379817418"," 0.0026236823","-0.3626448591","-0.3736513406","-0.0003441363"," 0.1347666421"," 1.9485270657","-0.1849199993"," 0.4790025675"
"1-(Cyclohexylmethyl)-4-piperidinylamine","-0.68491544","-0.74798466","-0.76131248","-0.64871665"," 1.65652773","-0.76183673"," 1.27645605","-0.75989654"," 2.11350201","-0.76159556","-0.69403765","-0.42141969","-0.09367862","-0.76187035"," 0.39813875"," 0.83709518","-0.76270673","-0.76361051"," 1.79341423","-0.71933176","-0.37689525"," 0.44454882"," 3.08641651","-0.59618500","-0.76078979","-0.08299283"," 0.06780259"," 0.28313647","-0.52023258","-0.50857710","-0.57847393","-0.76304319"," 0.90941782","-0.76089324"," 2.44373345"," 2.69035818","-0.72947687","-0.76028506"," 0.01176427","-0.41917889","-0.50864852","-0.54652193","-0.57473629"," 1.39593847","-0.76199508","-0.76130155","-0.65052342"," 0.15285053","-0.49700227"," 0.27423020","-0.76365523","-0.47110428"," 2.43091906"," 0.01490046"," 0.89389497"," 0.36891263"," 0.66521910","-0.02309084","-0.30026967"," 1.33911460","-0.64012881","-0.62819378","-0.57609106"," 0.58988693","-0.56650057","-0.20441394","-0.68623013","-0.76277151","-0.69757454","-0.76165451","-0.68054707"," 0.83818733","-0.75896303","-0.76189764","-0.76312733"," 1.04260597"," 2.62580949"," 1.43313942"," 0.40759491","-0.41588592","-0.76172147","-0.76102860"
"1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole","-0.224402189"," 0.504199724"," 0.899724841"," 3.468048774","-0.137611145","-0.296612785"," 0.725041310"," 1.165152579","-0.245513604"," 0.437375374"," 0.711609205"," 0.469034719"," 0.311190156","-0.694604622"," 0.211923195","-0.616617747"," 0.889001992","-0.871019637"," 0.067570984"," 0.116886245"," 0.884666854","-0.597434145"," 0.115325880"," 0.001784961"," 2.711804203","-0.334308924","-0.020175535","-1.169399247","-1.731104891","-0.599942014","-0.295524538"," 0.682452586"," 1.068331846"," 1.062507025"," 0.613578798"," 1.123640673"," 0.960562938"," 1.022537804"," 0.352109613","-1.546499763","-1.625345749","-1.491948557","-2.513719053"," 0.308055200"," 0.456622373"," 0.503854417"," 0.639505415"," 0.294689150","-1.267286458","-1.291633277","-0.189363332","-1.509887105","-0.021221738"," 0.016633135"," 0.319667763"," 1.459955059","-0.459316117","-0.952652071","-0.087176086"," 0.960562938","-0.723491280","-2.192639514","-1.293960037","-1.769399671","-0.672021975","-0.086205730"," 0.572036306","-0.357714153","-0.685974271"," 0.327740345"," 0.675195311","-0.420028094"," 0.960562938"," 1.751500960","-0.623619802","-0.564608660","-0.010480948"," 0.246758252","-0.287614165"," 0.788814030","-0.434701701"," 0.054564459"
"1,2,4-Butanetriol, (S)","-0.176622766","-0.193238473","-0.192214649","-0.191431333","-0.192846694","-0.192808607","-0.190434290","-0.190610444","-0.193726469","-0.192535366","-0.192490443","-0.192016647","-0.193247476","-0.192846694","-0.192986052","-0.193765480","-0.193794282","-0.194818224","-0.191739674"," 3.798976883","-0.192235195"," 1.114171112"," 0.422163197","-0.191846302","-0.191622464","-0.190789055","-0.191811837","-0.035386108","-0.195539440","-0.195210281","-0.114898923","-0.194175477","-0.191705639","-0.191739674","-0.192214649","-0.191739674","-0.193197285","-0.191050627","-0.192757663","-0.040206608"," 0.017082641","-0.195455503","-0.141226213","-0.192183804","-0.192988014","-0.192202271","-0.191526213","-0.192394680","-0.194779754","-0.194616284","-0.136983143"," 0.041394357","-0.192066486","-0.191611902"," 7.912802750","-0.191307236","-0.191114753","-0.192424996","-0.191808290","-0.193515296","-0.140979499"," 0.109179270","-0.052204453"," 0.004522491","-0.070808979","-0.191739674","-0.192656187","-0.193867674","-0.193247476","-0.192602162","-0.191739674","-0.190961175","-0.189552825","-0.192877614","-0.194270804","-0.193985715","-0.193458769","-0.188863274","-0.192430509","-0.188969386","-0.192678022","-0.191893025"
"1,2-Benzenedicarboxylic acid, butyl octyl ester","-0.24545346","-0.24549418"," 1.33939146","-0.24474646","-0.24533208"," 1.74614229","-0.24433393","-0.24440682"," 0.53124407","-0.24520326","-0.24518467","-0.24498864","-0.24549790"," 1.15044683","-0.24538973"," 0.29041013","-0.24572414"," 0.29799730","-0.24487404","-0.24440682","-0.24507907","-0.24545346","-0.24533208"," 0.80086790","-0.24482555","-0.24448072","-0.24490390","-0.13798798","-0.24644621","-0.15229424","-0.04889073","-0.24588186","-0.24485996","-0.24487404","-0.24507056","-0.24487404","-0.24547713","-0.24458895","-0.24529524","-0.12693755","-0.14374930","-0.16293860","-0.11642657","-0.24505780","-0.24539055","-0.24506544","-0.24478572","-0.24514505","-0.12734724"," 0.06451816","-0.07323650","-0.12760676","-0.24500926","-0.24482118","-0.24479397","-0.24469512","-0.24461548","-0.24515760"," 8.28769076","-0.24560871","-0.14205902","-0.12829872","-0.11974497","-0.13015185","-0.14302076","-0.24487404","-0.24525325","-0.24575451","-0.24549790","-0.23750656","-0.24487404","-0.24455194","-0.24396923","-0.24534487","-0.24592131","-0.24580335","-0.24558532"," 1.19486245","-0.24515988","-0.24372783","-0.10549427","-0.24493749"
"1,2-Bis(trimethylsiloxy)cyclohexene","-0.31449269","-0.31566826","-0.30343684","-0.29407871","-0.31098776"," 4.53725465"," 3.03156379","-0.28427172","-0.32149825","-0.30726838","-0.30673169","-0.30107134","-0.31577581","-0.31098776","-0.31265263","-0.32196431","-0.32230840","-0.33454123","-0.29776241","-0.28427172","-0.30368230","-0.31449269","-0.31098776","-0.29903626","-0.29636211","-0.28640555","-0.29862452","-0.23182576","-0.34315745","-0.33922506","-0.10518551","-0.32686246","-0.29735579","-0.29776241","-0.30343684"," 4.10778222","-0.31517619","-0.28953049"," 0.64194061","-0.19645825"," 1.13750872","-0.34215468","-0.33406794","-0.30306833","-0.31267607"," 0.86567247","-0.29521223","-0.30558763","-0.33408163","-0.33212869"," 0.01936512","-0.33828505","-0.30166675","-0.29623593","-0.29545044","-0.29259615","-0.29029660"," 3.76876853","-0.29858214","-0.31897541","-0.34261571","-0.33398287","-0.33321727","-0.34363520","-0.34121847","-0.29776241","-0.30871180","-0.32318519","-0.31577581","-0.30806638","-0.29776241","-0.28846183","-0.27163655","-0.31135715","-0.32800132"," 3.25186946","-0.31830009","-0.26339861","-0.30601567"," 0.58634929","-0.30897266","-0.29959446"
"1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester","-0.2372160091"," 0.0448664459","-0.2370612907","-0.2369303307"," 4.5649489738","-0.2371605924","-0.2367636385","-0.2367930891","-0.2178148106","-0.2371149102","-0.2371073997","-0.2370281873","-0.2372339654","-0.2371669602","-0.1022142845","-0.2373205689"," 0.0060294067","-0.2374965735","-0.2369818812","-0.2367930891","-0.2370647257","-0.2372160091","-0.2254643268","-0.2369997079","-0.2069842509","-0.2368229505","-0.2369939459","-0.2375369311","-0.2376171511","-0.2375621201","-0.2373596092","-0.2373891149","-0.2369761910","-0.2332838975","-0.2370612907","-0.2369818812","-0.2372255742","-0.2022291425"," 0.4012376398","-0.2375563716"," 0.1247532434","-0.2376031181"," 0.9266043637","-0.2370561338","-0.2371905869","-0.2370592212","-0.2369461934","-0.2370913894","-0.1780874154","-0.2374628118","-0.2375050455","-0.2375489655","-0.2370365197","-0.2369605194","-0.2369495271","-0.2369095834","-0.2368774028","-0.2370964578"," 7.2602404044","-0.2372787414","-0.2376095698","-0.0018727221","-0.2374780457","-0.0003532477","-0.2375900165","-0.2369818812","-0.2371351098","-0.2373376542","-0.2372339654","-0.2371260777","-0.0231128880","-0.2368517266","-0.2366162694","-0.2371721295","-0.2374050523","-0.2373573892"," 0.8266382949","-0.2365009856"," 1.1740325138","-0.2365187261"," 0.7650920955","-0.2370075195"
"1,2-Cyclohexanediol, (Z)","-0.21569216"," 0.71838899"," 0.13290803","-0.52801765"," 0.14623616","-0.05643441","-0.05731407","-0.22011481","-0.40949928","-0.62919777","-0.16561987"," 0.15255220","-1.15214841"," 1.56903279","-1.15061483"," 0.28333379","-1.15535612","-0.85188753"," 0.38252445"," 0.71920207"," 0.95240367"," 0.05603690"," 0.22403937"," 0.53650392"," 0.47326655"," 0.12635973"," 0.24436474"," 0.24533631","-0.44621323","-0.50204080","-0.68543014","-0.65544870","-0.58304007"," 0.56640080","-0.06757272"," 0.28811347","-0.10482322"," 0.24337689"," 0.36180518","-0.43363447","-1.16609739","-1.16510128","-0.20117168"," 0.51819830"," 0.32043157"," 0.49289322"," 1.31505047"," 0.89254165","-0.38854792","-1.09792273","-0.57565396","-0.72829254"," 0.26816054"," 0.91885650"," 0.81894240","-1.14076646"," 1.13283715","-1.14732353"," 0.67472133"," 0.57854194","-1.16532766","-0.51004227","-0.76168236","-0.11358307","-0.75809782"," 0.39174218","-1.14867976","-1.15578666","-1.15214841"," 0.16165853"," 0.71014761"," 0.92619782"," 4.27969161","-1.14997871"," 0.21859246","-1.15647912"," 0.39640292"," 4.04912091","-0.52871634","-1.12705202","-1.14880785"," 2.07044470"
"1,3-Butanediamine","-0.204120806","-0.204230885","-0.203085557","-0.202209279","-0.203792611","-0.203750003","-0.201093911","-0.201290970","-0.204776794","-0.203444335","-0.203394081","-0.202864056","-0.204240955"," 1.310442196","-0.203948506","-0.204820435","-0.204852655","-0.205998115","-0.202554213","-0.201290970","-0.203108541","-0.204120806","-0.203792611","-0.202673495","-0.202423092","-0.201490778","-0.202634940","-0.013554445","-0.159391475","-0.167767023"," 0.357501506","-0.205279089","-0.202516139","-0.202554213","-0.203085557","-0.202554213","-0.204184808","-0.201783392","-0.203693013","-0.125979811","-0.206900979"," 0.009255689"," 0.069265214","-0.203051051"," 8.374254685","-0.203071709","-0.202315419","-0.203286953","-0.153359132","-0.205772209","-0.099572842"," 0.021333233","-0.202919809","-0.202411277","-0.202337725","-0.202070455","-0.201855129","-0.203320867","-0.202630972","-0.204540560","-0.198810221"," 0.302359634"," 0.274615591","-0.206849658","-0.091943991","-0.202554213","-0.203579494","-0.204934756","-0.204240955","-0.203519059","-0.202554213","-0.201683325"," 0.588671588"," 2.400001084"," 0.076752161","-0.205066807","-0.172503897","-0.199336451","-0.203327034","-0.199455156","-0.203603921","-0.202725763"
"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-","-0.606130408"," 0.062085990"," 0.048568788"," 3.529238088","-0.720960586","-0.283748069"," 0.025245978"," 0.984245969"," 0.287455579"," 1.001785378","-0.119145463","-0.150621213"," 0.526455300","-0.065073849"," 0.350373603","-0.802563334"," 0.735659614","-1.054963303","-0.055182503","-0.359104037"," 0.198143634","-0.598313202"," 0.247470567","-0.482491947"," 4.149887743"," 0.794859838"," 0.404088283","-1.352468518","-1.392325262","-0.939295900","-0.345575977"," 1.116602104"," 0.831692357"," 1.034867228"," 0.200414692"," 0.552784569"," 0.131473687"," 0.095753508","-0.297888984","-0.948219879","-1.080046908","-1.021290503","-0.719880652"," 0.167995603","-0.248346509"," 0.190479276"," 0.231109616","-0.410289180","-0.703880221","-0.915331732","-0.861735139","-0.942277360","-1.018298602"," 0.457195618"," 0.224271430"," 0.841958178","-0.526873411","-0.569512626","-0.028910650"," 0.925820164","-1.200648240","-1.202267841","-1.068959671","-1.724614264","-1.086987494"," 0.906499974"," 0.094233306","-0.812553365"," 0.009043302"," 0.419053784"," 2.318326883"," 1.402366100"," 0.708139131"," 2.134331684","-1.059080867","-0.406475038","-0.703894907","-0.797733069"," 0.271747771"," 0.581324519"," 0.032001729"," 0.458910120"
"1,3-Propanediol","-0.32470288"," 0.89240126"," 4.54500781","-0.31127907","-0.32239811","-0.32209889","-0.30344633","-0.30483019","-0.32930960","-0.31995232","-0.31959941","-0.31587728","-0.32554663","-0.32239811","-0.32349290","-0.32961606","-0.32984233","-0.33788639","-0.31370139","-0.30483019","-0.31759419","-0.32470288"," 0.63660275","-0.31453905","-0.31278059","-0.30623335","-0.31426830","-0.11815847","-0.22842696","-0.18985694","-0.11023873","-0.33283699","-0.31343401","-0.31370139","-0.31743278","-0.31370139","-0.32515234","-0.30828825","-0.32169868","-0.19444783","-0.28586831","-0.22695228","-0.21973621","-0.31719046","-0.32350831","-0.31733554","-0.31202444","-0.31884710","-0.08433431","-0.19756979","-0.15526366","-0.20603694"," 1.87539645","-0.31269762","-0.31218109","-0.31030417"," 1.80015856"," 1.46509560","-0.31424043","-0.32765063","-0.23827288","-0.24694812","-0.25650790","-0.17925637","-0.26156531","-0.31370139","-0.32090149","-0.33041889","-0.32554663","-0.32047707"," 2.91944605"," 1.26839095","-0.29652157","-0.32264101","-0.33358588","-0.33134622","-0.32720655","-0.29110447","-0.31912857","-0.29193808","-0.32107302"," 5.80568448"
"10-Undecynoic acid","-0.336084428","-0.336277206","-0.334271422","-0.332736817","-0.335509668"," 2.536225071","-0.330783500","-0.331128606","-0.337233245","-0.334899741","-0.334811732","-0.333883512","-0.336294843","-0.335509668","-0.335782684","-0.337309672","-0.337366097","-0.339372114"," 6.076002556","-0.331128606","-0.334311673","-0.336084428","-0.335509668","-0.333549788","-0.333111264","-0.331478524","-0.333482267","-0.339845029","-0.156546990"," 0.026173828","-0.155681133","-0.338112901","-0.333274213","-0.333340893","-0.334271422","-0.333340893"," 2.697146189","-0.331990972","-0.335335246","-0.061526920","-0.125922420","-0.117239483","-0.339294500","-0.334210992"," 2.590394643"," 2.034253596","-0.332922698","-0.334624122","-0.041289471","-0.338976491","-0.103566735"," 0.124599973","-0.333981152","-0.333090573","-0.332961763","-0.332493698","-0.332116603","-0.334683514","-0.333475318"," 1.560353414","-0.177603745","-0.339280550","-0.319078061","-0.340863400","-0.005475777","-0.333340893","-0.335136442","-0.337509880","-0.336294843","-0.335030603","-0.333340893","-0.331815726","-0.329056612","-0.335570243"," 2.614816537","-0.337741137","-0.336708790","-0.327705704","-0.334694314","-0.327913589","-0.335179220"," 1.751401935"
"13-Docosenamide, (Z)","-0.381133588"," 1.544592216","-0.372903261","-0.365936769","-0.378524406","-0.378185670","-0.357069488","-0.358636131","-0.108970778","-0.375755579","-0.375356054"," 0.783789439","-0.382088786","-0.378524406"," 3.133220384","-0.386695704","-0.386951853","-0.396058368"," 0.612384819","-0.358636131","-0.373085987"," 0.712340963","-0.378524406","-0.369627332","-0.367636608"," 0.821372519"," 1.639771939","-0.144401891","-0.228102473","-0.266340700","-0.004180009","-0.390342046","-0.368376333","-0.368679031","-0.372903261","-0.368679031","-0.381642413","-0.362550931","-0.377732598","-0.309142350","-0.344748702","-0.262688110","-0.206759903","-0.372628934","-0.379781244"," 2.796911361"," 3.990486887","-0.374504379","-0.271784579","-0.017264308","-0.094556372","-0.311871593"," 4.990053047","-0.367542677","-0.366957932","-0.364833105","-0.363121243","-0.374773996","-0.369289270","-0.384470671","-0.314973793","-0.208544753","-0.274774723","-0.224100479","-0.274210344","-0.368679031","-0.376830110","-0.387604569","-0.382088786","-0.376349641","-0.368679031","-0.361755385","-0.349230108","-0.378799391","-0.391189846","-0.388654382","-0.383967942","-0.343097524","-0.374823025","-0.344041240","-0.377024305"," 2.625446218"
"1-Butanol"," 0.6935134","-0.9555744"," 1.2634478","-0.9434953"," 0.6010109"," 0.8738376","-0.9368309"," 1.0569228"," 0.4015400","-0.4088628"," 0.8134403"," 1.3382986","-0.9556346"," 0.3664620"," 0.6436362","-0.9590970"," 0.5293818"," 0.2858017"," 0.8537486"," 0.4916465","-0.9488684"," 0.6119317"," 0.2045946"," 0.6654863","-0.9447728","-0.9392022","-0.9460386","-0.9086653","-0.5438895","-0.5396729","-0.3556798"," 0.9187946","-0.9453288"," 1.7746641","-0.9487311","-0.9455563","-0.9552991"," 1.6183929"," 0.8539759","-0.4801576","-0.5114744","-0.4657879","-0.3836016","-0.9485249","-0.9539003","-0.9486483"," 1.8060080","-0.9499344","-0.6434812","-0.1793885","-0.5434949","-0.3992960","-0.9477407","-0.9447022","-0.9442628","-0.9426658"," 0.4969796","-0.9501371"," 1.0805420","-0.9574248","-0.5240802","-0.4893257","-0.4627218","-0.4714635","-0.4867210"," 1.1026112"," 0.5262381"," 0.8294472"," 0.9902972"," 0.6305469"," 3.1198739"," 2.2080270"," 1.5660776"," 2.3391356","-0.5706871","-0.9605691"," 0.8043639","-0.9263300","-0.9501739"," 1.5556287","-0.9518283","-0.9465813"
"1-Heptanol, 2-propyl-"," 0.11320096"," 0.14591717"," 0.09703394","-0.28403302"," 0.12060414"," 0.17647827","-0.27093597"," 0.28633119"," 0.05044422","-0.29853549","-0.29794538"," 0.17671892","-0.30788969","-0.30262507","-0.30445565","-0.31469414","-0.31507248","-0.32852288"," 0.28828010"," 0.18913128"," 0.10374827"," 0.18463787"," 0.02299857"," 0.39391198"," 0.29409410"," 0.06490440"," 0.08750547","-0.33169379","-0.33799669","-0.33367289","-0.31776155"," 7.02247568","-0.28763628","-0.28808336","-0.29432259","-0.28808336","-0.30723039","-0.27903211","-0.30145556","-0.33322123","-0.33912462","-0.33689411","-0.32800248","-0.29391741","-0.30448143","-0.29415999","-0.28527936","-0.29668745","-0.32801753"," 0.83112594"," 0.08708366","-0.33263933","-0.29237632","-0.28640496","-0.28554129","-0.28240290","-0.27987447","-0.29708568","-0.28898469","-0.31140775"," 0.13574980","-0.07188849"," 0.20859525","-0.03018495","-0.33586472","-0.28808336","-0.30012258","-0.31603655","-0.30788969","-0.29941292","-0.28808336","-0.27785708","-0.25935714","-0.30303122"," 0.29873389","-0.31758713","-0.31066522","-0.25029926","-0.29715810","-0.25169314"," 0.30535177"," 5.00833942"
"1-Hexacosanol","-0.21234991","-0.21333832","-0.20305426","-0.19518604","-0.20940300","-0.20902042","-0.18517100","-0.18694042","-0.21824011","-0.20627578"," 1.36764422","-0.20106537","-0.21342874","-0.20940300","-0.21080280","-0.21863197","-0.21892128","-0.22920652","-0.19828325","-0.18694042","-0.20326064"," 8.00922608","-0.20940300"," 2.89205799","-0.19710590","-0.18873452","-0.19900811","-0.23163125","-0.16694291"," 0.03540469","-0.22097756","-0.22275029","-0.19794138","-0.19828325","-0.20305426","-0.19828325","-0.21292459","-0.19136195","-0.20850870","-0.23279925"," 1.72003856","-0.23560783","-0.22880858","-0.20274443","-0.21082252","-0.20292992","-0.19613909","-0.20486262","-0.22882009","-0.22717808","-0.22971552"," 0.66542632","-0.20156599","-0.19699981","-0.19633938","-0.19393952","-0.19200608","-0.20516714","-0.19897248","-0.21611893"," 0.02993825","-0.22873705"," 0.27909275","-0.23685264"," 0.07742093","-0.19828325","-0.20748939","-0.21965848","-0.21342874","-0.20694673","-0.19828325","-0.19046343","-0.17631690","-0.20971357","-0.22370783","-0.22084418","-0.21555113","-0.16939053","-0.20522252","-0.17045640","-0.20770872","-0.19982363"
"1-Octadecanol","-0.73937711"," 1.25715374","-0.72143659"," 1.29844855","-0.09598839","-0.73295122","-0.68692202","-0.69033700","-0.03364053","-0.72765409","-0.72678320"," 0.17056282","-0.74145926"," 1.92214020","-0.73639122","-0.28054722"," 1.77805682"," 1.06688478"," 0.59001195"," 3.13744108"," 0.18659500","-0.09102470","-0.39073016","-0.71429569"," 3.24391926"," 0.83680348","-0.71362755","-0.77658996","-0.78589196","-0.77951078"," 0.59152575","-0.75944977","-0.71156876","-0.21309252","-0.72143659"," 1.32366644"," 1.21970604","-0.69887051"," 0.28976563","-0.77884420","-0.30928976","-0.24662087","-0.10166335"," 1.67644919"," 0.93017162","-0.72119661"," 1.51136236"," 1.24297966","-0.77116445","-0.52605363","-0.77289263","-0.06951173"," 0.37133078"," 2.22543171"," 1.13673373","-0.70384521"," 2.58882706","-0.72551443"," 1.16911593","-0.74665131","-0.19250397","-0.77100419","-0.09766169","-0.33607698","-0.23823627","-0.71222858","-0.72999636","-0.75348260","-0.74145926","-0.72894903","-0.71222858","-0.69713637","-0.66983368","-0.73428901","-0.76129782","-0.75577099","-0.74555546"," 0.37530092"," 0.10591364","-0.65852295"," 0.24796211","-0.71520149"
"1-Octanol, 2-butyl-","-0.59371685"," 0.27017565"," 0.38507269"," 1.96935388","-0.07775227"," 0.15645292"," 1.29723456"," 0.56321603","-0.36951740"," 0.93160313","-0.20061356"," 0.02827823","-0.08032610","-1.37737670"," 0.69389302","-1.02089435","-0.13203720","-0.63484388","-0.39112261"," 0.08401336"," 0.25066531","-0.40840328","-0.02720745"," 0.74440588"," 4.25319936"," 0.42919617","-0.41768942","-0.79360048","-1.22860439","-1.83771888","-0.56970674"," 0.37646110"," 1.44821020"," 2.60136075"," 0.45002372"," 0.91410719"," 0.63897334"," 0.75929171"," 0.82328038","-1.05566652","-0.64566731","-1.74482042","-0.80356570"," 0.13242455"," 0.23900844"," 0.32864154"," 0.24220875","-0.09877140","-1.07056531"," 0.82518839","-0.89828471","-1.26727084"," 0.78114276","-0.31888148"," 0.77682932"," 0.60730525","-0.68691608","-1.05090728"," 0.82911112","-0.36979309","-1.34907613","-1.23615150","-1.11998148","-0.80975055","-1.34974274","-0.12060468","-0.22316207","-0.87171370","-0.12331143"," 0.01665181"," 1.50254536","-0.22244712","-0.76202950"," 0.71173154","-0.07029585"," 2.03957368","-0.06440354","-1.38824370"," 1.07986169"," 0.24108978","-0.03830494","-0.50032195"
"1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)-","-0.268832945","-0.269061263","-0.266685700","-0.264868182","-0.268152224","-0.268063850","-0.262554758","-0.262963487","-0.270193553","-0.267429853","-0.267325619","-0.266226277","-0.269082151","-0.268152224","-0.268475573","-0.270284070","-0.270350898","-0.272726735","-0.265583622","-0.262963487","-0.266733372","-0.268832945","-0.268152224","-0.265831028"," 2.043786899"," 4.313428033","-0.265751060","-0.099056166","-0.199921861","-0.151924126","-0.151775936"," 2.111137835"," 0.911099170","-0.265583622","-0.266685700","-0.265583622","-0.268965695","-0.263984836"," 0.177503883","-0.163113256","-0.165360392","-0.167225689","-0.160234181"," 0.152240661","-0.268480126","-0.266656978","-0.265088331","-0.221860469","-0.142903728","-0.221793977","-0.201229557","-0.177988393","-0.266341917","-0.265287154","-0.265134597","-0.264580242","-0.264133627","-0.267173764","-0.120834064","-0.269703571","-0.219489186","-0.199543833","-0.198153994","-0.005207728","-0.212972561"," 0.036269474","-0.267710192","-0.270521187","-0.269082151","-0.267584841"," 0.959434975","-0.263777282","-0.260509509","-0.268223967","-0.271456566","-0.270795077","-0.269572412"," 6.893624847","-0.267186555","-0.259155763","-0.267760857","-0.265939440"
"2(1H)-Quinolinone, 3-[3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-4-phenyl","-0.19938663","-0.20170457"," 4.35494478","-0.20145247","-0.20164991","-0.16541345"," 1.26357021","-0.20133795","-0.20177264","-0.20160648"," 0.01074716","-0.20153412","-0.20170582","-0.20164991","-0.20166935","-0.20177809","-0.20178210","-0.20192495","-0.20149548","-0.20133795","-0.20156461","-0.20169084","-0.20164991","-0.20151036","-0.20147913","-0.00276171","-0.20150555","-0.02905276","-0.05774130","-0.13344321"," 0.23519357","-0.20183528","-0.20149073","-0.20149548","-0.20156174","-0.20149548","-0.20169882","-0.20139936","-0.20163749","-0.20197484","-0.05670082","-0.11868066","-0.08704778","-0.20155744","-0.20166963","-0.20156001","-0.20146570"," 7.59953075","-0.01893651"," 0.10445573","-0.11048753","-0.11962081","-0.20154107","-0.20147766","-0.20146848","-0.20143515","-0.20140830","-0.20159108","-0.20150505","-0.20174318","-0.15613913","-0.02530718","-0.08355418","-0.15454399","-0.15651953","-0.20149548","-0.20162334","-0.20179234","-0.20170582","-0.20161580","-0.20149548","-0.20138688","-0.20119041","-0.20165423","-0.20184858","-0.20180881","-0.20173530","-0.20109421","-0.20159185","-0.20110902","-0.20162638","-0.20151687"
