"","Feci_LPS_2.5H_944_26022024","Feci_LPS_2.5H_945_26022024","Feci_LPS_2.5H_946_26022024","Feci_LPS_2.5H_947_26022024","Feci_LPS_2.5H_948_26022024","Feci_LPS_2.5H_949_26022024","Feci_LPS_2.5H_950_26022024","Feci_LPS_2.5H_953_26022024","Feci_LPS_24H_954_26022024","Feci_LPS_24H_955_26022024","Feci_LPS_24H_956_26022024","Feci_LPS_24H_957_27022024","Feci_LPS_24H_958_26022024","Feci_LPS_24H_959_26022024","Feci_LPS_24H_961_27022024","Feci_LPS_24H_962_27022024","Feci_LPS_24H_963_27022024","Feci_LPS-24H960REP_01032024","Feci_Vecpac-CRE_3296_01032024","Feci_Vecpac-CRE_3303_01032024","Feci_Vecpac-CRE_3304_01032024","Feci_Vecpac-CRE_3305_01032024","Feci_Vecpac-CRE_3306_01032024","Feci_Vecpac-CRE_3318_01032024","Feci_Vecpac-CRE_3328REP_01032024","Feci_Vecpac-CRE_3330_01032024","Feci_Vecpac-CRE_3334_01032024","Feci_Vecpac-CRE_3335_01032024","Feci_Vecpac-CRE_3347_01032024","Feci_Vecpac-CRE_3352REP_01032024","Feci_Vecpac-CRE_3355REP_01032024","Feci_Vecpac-CRE_3356_01032024","Feci_Vecpac-CRE_3370_01032024","Feci_Vecpac-CRE_3664_29022024","Feci_Vecpac-CRE_3665_29022024","Feci_Vecpac-CRE_3689_29022024","Feci_LPS_CTRL_934_23022024","Feci_LPS_CTRL_935_23022024","Feci_LPS_CTRL_936_23022024","Feci_LPS_CTRL_937_23022024","Feci_LPS_CTRL_938_26022024","Feci_LPS_CTRL_939_26022024","Feci_LPS_CTRL_940_26022024","Feci_LPS_CTRL_943_26022024","Feci_LPS-CTRL_941REP_01032024","75_feci_100322","100_rep_110322","101_rep_110322","102_feci_100322","103_rep_110322","104_feci_100322","105_rep_110322","106_110322","Feci_DSS-T0_896_27022024","Feci_DSS-T0_897_27022024","Feci_DSS-T0_T0.5_27022024","Feci_DSS-T0_T0.6_27022024","Feci_DSS-T0_T0.7_27022024","Feci_DSS-T0_T0.8_27022024","81_feci_100322","83_feci_20_81","84_feci_100322","108_rep_110322","109_110322","110_110322","113_110322","Feci_DSS-T1_111_27022024","Feci_DSS-T1_B901_27022024","Feci_DSS-T1_B902_27022024","Feci_DSS-T1_T1.5_27022024","Feci_DSS-T1_T1.6_27022024","Feci_DSS-T1_T1.7_27022024","Feci_DSS-T1_T1.8_27022024","88_feci_100322","89_feci_100322","115_110322","116_110322","118_110322","120_110322","121_REP_140322","122_110322","Feci_DSS-T3_90_28022024","Feci_DSS-T3_91_28022024","Feci_DSS-T3_906_28022024","Feci_DSS-T3_907_rep_28022024_2","Feci_DSS-T3_T3.6_28022024","Feci_DSS-T3_T3.7_28022024","Feci_DSS-T3_T3.8_28022024","70_feci_09032022","96_feci_100322","97_rep110322","124_110322","125_110322","126_110322","129_110322","Feci_DSS-T5_128_28022024","Feci_DSS-T5_B911_28022024","Feci_DSS-T5_B912_28022024","Feci_DSS-T5_T5.5_28022024","Feci_DSS-T5_T5.6_28022024","Feci_DSS-T5_T5.7_28022024","Feci_DSS-T5_T5.8_28022024","Feci_Vecpac-WT_3297REP_01032024","Feci_Vecpac-WT_3371REP_01032024","Feci_Vecpac-WT_3302_29022024","Feci_Vecpac-WT_3307_29022024","Feci_Vecpac-WT_3319_29022024","Feci_Vecpac-WT_3329_29022024","Feci_Vecpac-WT_3336_29022024","Feci_Vecpac-WT_3337_29022024","Feci_Vecpac-WT_3353_29022024","Feci_Vecpac-WT_3354_29022024","Feci_Vecpac-WT_3369_29022024","Feci_Vecpac-WT_3673_28022024","Feci_Vecpac-WT_3674_28022024","Feci_Vecpac-WT_3675_28022024","Feci_Vecpac-WT_3677_28022024","Feci_Vecpac-WT_3678_28022024","Feci_Vecpac-WT_3679_29022024","Feci_Vecpac-WT_3680_29022024","Feci_Vecpac-WT_3681_29022024","Feci_Vecpac-WT_3687_29022024","Feci_Vecpac-WT_3688_29022024"
"Dodecanedioic acid","-0.262061609","-0.261984930","-0.262501791","-0.261606735","-0.262111687","-0.262846329"," 5.840089922","-0.262094761","-0.261904168","-0.261676443","-0.261660004","-0.262408128","-0.261948578","-0.262219812","-0.260695231","-0.261773243","-0.261609529","-0.260571828","-0.261238117"," 4.190506321","-0.261821949","-0.264043134","-0.263362178","-0.261180382","-0.255028805"," 7.405192973","-0.261638285","-0.260858976"," 0.117005213","-0.259231398","-0.260430189","-0.261251185","-0.261890180","-0.260688165","-0.259002750","-0.262681958","-0.261173487","-0.260724603","-0.260430296","-0.260417156","-0.261277580","-0.261884925","-0.261675392","-0.261571485","-0.262685056","-0.084755455"," 0.143891010"," 0.145543885"," 0.091038256"," 0.002868402"," 0.188052934","-0.110393807","-0.102605966","-0.262085800","-0.262234861","-0.262082395","-0.262605260","-0.262336571","-0.262491465","-0.063144231","-0.080265190","-0.041485364","-0.135102750","-0.068489694","-0.055771305","-0.194412934","-0.260212576","-0.257842527","-0.261140546","-0.259847874","-0.258173950","-0.261736544","-0.260027680"," 0.005934427","-0.106183710","-0.262546752","-0.128816041","-0.160217909","-0.262596859","-0.054943247","-0.184137993","-0.257387205"," 0.906761832","-0.258344033","-0.258264622","-0.261412821"," 1.976034246"," 1.831075672"," 0.044391830","-0.158869266","-0.067528334","-0.146923160","-0.174819210","-0.197631699","-0.231992906"," 0.665801285","-0.260800968","-0.262837834"," 0.625484449"," 0.561287954","-0.262285912","-0.260163227","-0.260674305","-0.262656158","-0.261188577","-0.260193871","-0.260602757","-0.260427691","-0.262165015","-0.261259599","-0.260320098","-0.261616154","-0.259738734","-0.260309691","-0.259848152","-0.258760645","-0.260066833","-0.260469195","-0.261139387","-0.260897716","-0.261037214","-0.260782710","-0.260995220"
"Erythritol","-0.62677285","-0.71183767"," 0.39769593"," 0.54998056","-0.71196884","-0.71197825","-0.71196796","-0.71196862","-0.69693909","-0.71196326","-0.49720228","-0.71197263"," 0.51665860"," 0.39167734"," 0.26530514","-0.65090257"," 0.09451025","-0.71194911","-0.50382018"," 0.08893239","-0.48799222","-0.71199358","-0.71198485","-0.71195690","-0.71187810","-0.71195500"," 0.43641332"," 0.71111988","-0.17146468","-0.60919708","-0.71194729"," 0.71057042","-0.71196600"," 0.24659564","-0.02336098"," 1.14769417"," 1.18168849"," 0.97207263"," 0.97523483","-0.71194713"," 0.62644390","-0.71196593","-0.71196325"," 0.50595508"," 2.27333845","-0.15299538","-0.37264062","-0.20042216","-0.31541992","-0.32059213","-0.21701560","-0.33924698","-0.11962652","-0.70063360","-0.70716869","-0.71196846","-0.71157320","-0.71197172"," 0.92483055","-0.31771914"," 0.22388362","-0.12247002","-0.33287158","-0.40322259","-0.20110377","-0.40668804","-0.70829502","-0.47733853"," 0.88132493"," 2.12353602","-0.71191839"," 1.35285856"," 2.80499668","-0.14995163"," 0.01079321","-0.28214545","-0.25352612","-0.31611496","-0.38478364","-0.35513252","-0.24746700"," 1.73535713","-0.71194329"," 2.88646858","-0.71191955","-0.71195988","-0.29991450"," 2.81415959","-0.32088902","-0.04853740","-0.25337488","-0.18657279","-0.25827067","-0.26192162","-0.38200228","-0.71195350"," 1.84087250","-0.71197814","-0.71196914","-0.71195578","-0.32159995","-0.71194387"," 0.39539677","-0.71197581"," 6.05659577","-0.71194427"," 0.68982695","-0.71194726"," 0.61070264"," 1.49016376","-0.71194588"," 1.22028430"," 1.10296752","-0.05877655"," 1.22639207","-0.71192591","-0.32481821","-0.17758827","-0.71195638","-0.54796990"," 0.64592284","-0.71195181","-0.67287484"
"Ethanamine","-0.4525584408","-0.0296810885","-0.0607298077","-0.1249596491","-0.2461182122"," 0.4602249537","-0.1945106271","-0.1727047706","-0.0288582311","-0.2122813405","-0.0049461594","-0.1842199466","-0.0009979195"," 0.2775399101"," 0.3533107896","-0.2748388451","-0.5033279843"," 0.1182477107"," 0.3462628961"," 0.7582912500"," 0.0246946622"," 0.7367619951","-0.3287874798"," 0.5177291954","-0.4157429000"," 0.2820716786"," 0.5753942379"," 0.4873286857","-0.3092187530"," 1.5790236779"," 0.2762676187"," 0.6974051545","-0.1786704217"," 0.4950203646","-0.0652790587"," 0.4514968489","-0.7294488927","-0.8640783057"," 0.4182705090"," 0.3729037195"," 0.5095844676","-0.0706185831","-0.6819311608"," 0.0637448770"," 3.2683010546","-1.5319521405","-0.7556361757","-0.8464310667","-1.5281800478","-0.5841987826","-1.5352790640"," 1.6490590554","-1.5026308821","-0.3682620275","-0.1031210566","-0.8545083652","-0.3183591858","-0.1479319503","-0.4096716000","-1.5249182405","-1.5361186414","-1.5337063019"," 1.5518009876","-1.5299402129"," 0.3112299477","-1.5377335792"," 0.7382310558"," 0.1185091742"," 0.9225866961"," 1.0856992371"," 0.8546153471","-0.2850663629","-0.2569222813","-1.5283800932","-1.5321878429","-1.5341268406"," 1.0126624198"," 4.4927158879","-1.5343273718","-0.3213305928","-0.2314032253","-1.2683781192"," 0.9775340440"," 1.6958502566"," 1.2823814869"," 1.0878485252","-0.4985532103"," 0.7521021158","-1.5309003831","-1.5227808339"," 0.5090240410","-0.3452056512","-0.6388570591","-0.7455716991","-0.3783751885"," 0.7137507817"," 1.1824170329"," 3.4347053526"," 0.4275465345"," 0.3094529259","-0.4354540256"," 0.2857259798","-1.1387582755","-0.0079765563"," 0.0170318291"," 0.8825320468","-0.4358421884","-0.1352459424"," 0.2104505208","-0.6189473486","-0.5038660204"," 1.3312290487"," 0.6617914905"," 0.0042602507","-0.5699714064"," 1.3597858518"," 0.5244953447"," 0.3183325447","-0.2327569789"," 0.2322328506","-0.9329707303","-0.0581140247","-0.5021087701"
"L-Asparagine"," 0.16318276"," 0.40802826"," 0.06996017"," 0.60931108","-0.75237270","-0.75593822","-0.75571471","-0.75572898"," 0.52361286","-0.75561251","-0.72195357"," 0.25839883"," 0.70968151","-0.75576379"," 0.20808670"," 1.02623720"," 0.51182726","-0.75530498","-0.72570383"," 0.35768566","-0.75565302"," 0.62257573","-0.75608184","-0.74732076","-0.75376174"," 0.16605612"," 0.46094810"," 1.58479395","-0.74080036"," 1.13174390"," 0.59293682","-0.75549412"," 0.98105159"," 0.50808893"," 1.07090292","-0.75589246"," 0.90659703"," 0.65580064"," 0.55907882"," 0.50606674"," 0.04355367"," 0.88938357"," 1.36809495"," 0.57294522","-0.75589332","-0.75570353"," 1.63487718"," 0.24505902","-0.75544112"," 0.36112810","-0.75593497"," 0.90575509","-0.75585453","-0.73137525"," 2.99447936"," 1.79376949"," 2.08098854"," 2.47020449"," 2.06727256","-0.75521421","-0.75599338","-0.75582556","-0.25385698","-0.75556357","-0.75599655","-0.75610572","-0.75520496","-0.75454511","-0.75546331","-0.75510342","-0.75463738","-0.75562925","-0.75515348","-0.75545504","-0.75571993","-0.75585482","-0.75609885","-0.75612533","-0.75586877","-0.75564598","-0.75563377","-0.75441834","-0.75517845","-0.75468474","-0.75466263","-0.75553912","-0.75002525","-0.75553533","-0.31889596","-0.75506552"," 1.43088439","-0.23536463"," 4.52471620"," 0.57610152","-0.75459144","-0.75139326","-0.75536877","-0.75593586","-0.75574022","-0.75544986"," 1.72500499","-0.75519122","-0.75533351","-0.75588528"," 1.83850643","-0.75519975","-0.75531359"," 0.60595117","-0.75574854"," 0.30047600"," 0.86667188"," 0.63526459"," 1.44450175"," 1.12893103"," 0.77578564","-0.75480072"," 0.48866551"," 1.52012851"," 0.60369684"," 0.79412832","-0.75543455","-0.75536369","-0.73346372"
"L-Glutamine"," 0.056865883"," 0.092225841","-0.234468589"," 0.497286867","-0.092357317","-1.024825939","-0.008638927","-0.110399359"," 0.695120934"," 0.402043503"," 0.370772495","-0.068738970"," 1.330235645"," 0.068770134","-0.107297972","-0.099846887","-0.044513466"," 0.380989050"," 0.734774277"," 0.001206381"," 3.120833131"," 0.283374032","-0.270258966","-1.021101503","-1.007348873"," 0.618310800"," 0.353080548","-1.020382959","-1.021902195","-1.016744303","-1.019424352","-0.119737632"," 0.149956335"," 0.156327580","-1.016233131","-0.050697592"," 0.454204605"," 0.856972790"," 0.268525088"," 0.269149518","-1.021318801"," 0.214604159"," 0.600333409","-0.211706193","-1.024465393","-1.022941387","-1.023724462","-1.025663698","-1.020834256","-1.024511228","-1.024799841","-1.023928921","-1.024153897"," 2.073546231","-1.023458924"," 0.657151895","-1.024286999"," 0.588386541"," 0.521958826","-0.334836638","-1.025268838"," 3.226311465"," 0.137650097"," 0.901027802"," 1.514098728"," 0.189972907","-1.018937851"," 1.252055363"," 0.108073143","-1.018122513","-1.014380244"," 2.298515825"," 0.850024044"," 0.306075392"," 0.682018824","-1.024156197"," 1.349477149"," 0.012724122","-0.520671321","-1.022479256","-0.969656696","-0.948899615"," 1.647938976"," 3.086859587","-0.040954840"," 0.626584462","-1.020943242"," 0.970181027","-1.022353864"," 0.447687488","-1.018629239","-0.641647339","-0.943052956","-1.023668363","-0.921377608","-1.020507459","-1.020253274"," 0.276457213"," 0.194421302"," 0.819074527","-0.039442492","-1.018827525"," 0.708594663","-0.201653358"," 0.301505439","-1.018896033"," 2.435079991","-1.019418768","-0.076568387"," 0.973947251"," 0.049980265","-1.022075726","-0.953198650"," 0.694291038","-1.018123134"," 1.149648272","-1.018612023"," 0.042278882"," 2.358904410","-1.020469568"," 1.112903631"," 0.484770456"," 0.802655709"
"L-Hydroxyproline","-0.36512149"," 0.59809144","-0.71664166","-0.01900640","-1.01483529","-0.11550513","-0.83063876","-0.66381423"," 0.37217328","-0.92400181","-0.36495610","-0.66757525","-0.53998337","-0.30374965","-0.26710675","-0.37226806","-0.14153511"," 1.42930182"," 0.63164756"," 1.80281706"," 0.24742859","-0.86710647","-0.59951945"," 0.02751091"," 0.01913262","-0.34543180"," 0.67535155"," 1.12479986"," 0.74017974","-0.20643637","-0.24287965"," 0.22316743","-0.36837782","-0.69282029","-0.04179836","-0.89616429"," 0.09955282"," 0.54458640","-0.07433854","-0.88454906","-0.44329901"," 1.04520682"," 2.31810998","-0.00952593"," 0.23519830","-1.04879320","-0.57465915","-0.75444298","-0.76691048","-0.64872348","-0.92292255","-0.83255299"," 0.08784916","-0.78035972"," 0.18121816","-0.51896406","-0.48408571","-0.40102050","-0.71525168","-0.55542204"," 0.40185438"," 0.44674092","-0.61116931","-0.43466472","-0.46660032","-0.44990979"," 4.93759620"," 0.15559597","-0.34047315","-0.56568851"," 2.07922030","-0.40411999"," 2.33743040"," 0.07938557"," 0.27192651","-0.99233626","-0.19032315","-0.38230745","-0.29555351","-0.86232638","-0.71454529"," 0.51617455"," 1.67678043"," 2.27870444"," 0.22565604"," 0.42152050"," 2.59718538"," 1.71413011","-1.08324404","-0.53622404","-0.94582262","-0.77461935","-0.62780441","-0.51863462","-0.70070156","-0.45756004","-0.93445985","-0.96175493","-0.10136904","-0.47978086","-0.32640139","-1.05779109"," 0.71604553","-0.60571497"," 0.20898216"," 0.62918510","-0.43246844","-1.30587629"," 0.25038964"," 0.26063233"," 0.86570892"," 4.20825375"," 1.40698499"," 0.12536652"," 1.37922649"," 0.04752742","-0.60600384","-0.57789165","-0.01400760"," 0.09836458","-0.10812306","-0.47454391","-0.41598256"
"L-Lysine"," 0.45356646","-0.36813305"," 0.29835792","-0.34241670"," 0.30995856","-0.45119401"," 0.87625825"," 1.20512863"," 0.54353529","-0.46719402"," 0.05799976","-0.38238275","-0.02175155","-0.35702541"," 0.28078273"," 0.18157606","-0.03511859"," 0.34526065"," 0.93121685","-0.78149343"," 1.06797987","-0.04141245","-0.78189356","-0.61659527","-0.78052936","-0.78151209","-0.64113431","-0.27723138"," 2.36591157"," 0.40288946","-0.78141359","-0.36135609","-0.78165259","-0.64237006"," 1.01646550","-0.36000868","-0.78153527","-0.74938553","-0.52711316","-0.10743478","-0.78155231"," 1.12873132"," 0.49502145","-0.30891559","-0.78178271"," 0.20119644"," 0.53507072","-0.30867550","-0.38835376","-0.04386031"," 0.05564093"," 0.21790967","-0.57830170"," 0.04244322"," 0.37469568"," 0.08640846"," 1.45119441"," 1.01136006","-0.20292582","-0.77858926","-0.78184155","-0.78174287","-0.78185569","-0.78158882","-0.78184341","-0.75235884","-0.64930797","-0.78098998","-0.65407641"," 1.62311648","-0.70639811","-0.45260282","-0.78134769","-0.77595568","-0.76202291","-0.77226761","-0.78190356","-0.78070475","-0.78176828"," 0.96740457","-0.68356521","-0.78091544","-0.73407816","-0.48754059","-0.78105908","-0.78157445","-0.41946179","-0.47845991","-0.70053901","-0.75064332"," 1.31308135"," 0.54995979"," 2.66676074"," 1.00645035"," 0.73471479"," 0.74057137","-0.19217360","-0.78180772","-0.50849423"," 3.31189511"," 2.27936989","-0.33320177","-0.42949062","-0.78177798"," 3.70703893","-0.39547397","-0.34995394","-0.78141318","-0.42090334","-0.78154936"," 1.52636375","-0.61149635","-0.59239365"," 1.32689876"," 0.59827286","-0.18665326","-0.22872581"," 2.06692859"," 4.64381295","-0.63869756","-0.54984332"," 0.22825817","-0.33275016"
"L-Norvaline","-0.577608004","-0.438854557","-0.480013143"," 0.188514872","-1.076743682","-0.586751160"," 0.807704156"," 0.632180370"," 0.184081726"," 0.096418317","-1.073029483"," 2.137949609","-0.020619226"," 1.412988655","-0.098018402"," 0.209912666"," 0.090292335"," 0.420288753","-0.147047294"," 0.562673509"," 0.095114925"," 0.063305197"," 0.425165812","-0.431029392"," 3.811615336","-0.401590569","-0.262527852"," 2.841579449"," 0.518393221"," 1.210799469"," 1.362524784","-0.404477135","-0.267152810","-1.065038031","-0.734267153","-0.765438122","-0.825566703"," 0.810149329","-0.579434512","-0.355787346","-0.639058581","-0.200543610","-0.300940485","-0.379563671","-0.278948030","-0.021752370"," 1.698599920"," 0.364776842","-0.290479760"," 0.521512790","-1.082688668","-1.079485273","-0.098141171"," 2.150786143"," 0.040470050"," 0.745374745","-0.373875198"," 0.102094561","-0.304714406","-0.159549996","-1.084413720","-0.318460394","-1.085124035","-0.276555700","-0.220401916","-1.087731878"," 1.394512203","-0.476257463","-0.055002282"," 0.131154253","-0.790843364"," 1.263198847","-1.059606842","-1.068513585","-1.076337240"," 0.065460584","-0.002357302","-0.109908217","-0.053393404","-1.074153154"," 1.107337732","-0.803514488","-0.516379620"," 0.394543014"," 0.305692405","-0.304666981"," 0.279788353"," 0.314082008","-0.460923807","-1.057008976"," 0.133107670","-1.085165665"," 0.444742731","-0.137228961","-0.337194833"," 2.668032392","-0.424425650","-0.035005731","-0.656457922"," 0.273758451","-0.557047382"," 0.437887038"," 5.726046250","-0.676776840"," 0.935406403","-0.494741242","-0.545346506","-0.565741035","-0.811380422","-0.395358331"," 0.727999289","-0.746914882","-0.642207623","-0.520325595"," 0.088440453","-0.739562643","-1.059928802","-0.594634221"," 0.625110916","-0.513896117","-0.266550210","-0.525211966"," 0.291824205"
"L-Serine","-0.596071703","-1.186164623","-0.554934822","-0.497902260","-0.894332903","-0.731965335","-0.720006236","-0.939759716","-0.284129864","-0.646406832","-0.738086194"," 0.030284473"," 0.628199882"," 1.097105261","-0.062947283"," 0.593849301"," 0.541129607"," 0.114897079","-0.062535326"," 0.672089082","-0.117729216"," 0.072940789","-1.082613160"," 0.343749055"," 0.397113533"," 0.312878284"," 0.358059679"," 1.747458775"," 0.813995713","-0.659942440","-0.083741102","-0.304299525","-0.991056847","-0.623071810","-0.969281887","-0.859891423","-0.658714262","-0.143088069"," 1.227656051"," 0.474336010","-0.097883458"," 2.699797407"," 0.361635937"," 0.088091475"," 0.597427237","-0.730617900","-0.681466336","-1.038570364","-0.855091922","-0.629991558","-0.870982465","-0.161991510","-0.653928116"," 0.816165228"," 1.022791759"," 0.144642307"," 0.884307979","-0.145797201"," 0.027322673","-1.127033470","-0.756692786","-1.596858054","-0.659803612","-0.632404915","-0.606755984","-0.475796522"," 2.590270829","-0.499718289"," 0.725419739","-0.021217256"," 1.169869515"," 2.322801389","-0.137577087","-1.723838396","-1.054824150","-0.339843474","-0.376526145","-1.143385317","-1.509324281","-1.089924340","-0.456846502"," 0.331687105","-0.163634282"," 0.418077517"," 1.547850057","-0.018590530"," 1.152335859"," 0.088365235","-1.531732688","-0.259222294","-0.254140453","-0.280399598"," 0.090046829","-0.117835472","-0.564705666"," 2.031895543"," 0.126862389"," 0.026001287","-0.975001270","-0.871954955","-0.910075072"," 0.847085813"," 2.341925817","-0.346841041"," 1.643895189"," 1.045399042"," 1.986286598"," 4.835421520","-0.112903447","-0.002057625"," 1.407291388"," 0.698741613"," 0.367214061","-0.322027961","-1.083396278"," 0.085106430","-0.944068854","-0.456875484","-0.279245981"," 0.585822693"," 0.709569554","-0.483627343","-0.781467049"
"N-Acetylglucosamine","-0.3129958507","-0.4114158488","-0.3785175592","-1.3711054879","-1.6606898952","-0.5291144855"," 0.2430593990","-1.3779365718"," 0.3011198581","-0.6650100740","-0.5466582926"," 1.1389976989"," 4.6766686940"," 0.9307142631","-1.0559910602"," 0.7006928458"," 0.4585265094"," 0.2909162527"," 0.5724118131"," 0.0136414487"," 0.5757609065"," 0.3550970506","-0.9305061755"," 0.3778696954"," 0.6280801414"," 2.1023431148"," 0.6863096013"," 0.3597065153","-0.2426107326"," 0.8296380125"," 1.0874357724"," 0.7848433150"," 1.4844935465"," 0.7241815356"," 0.4909521037","-0.6353017599","-0.0298147389"," 0.5547546625"," 0.3852506189","-0.7785448189","-0.1877997924","-0.3021972643"," 0.6386630795"," 0.6434192706","-0.3301356777","-1.0369503594","-0.9229473813","-0.4889878886","-0.5297773880","-0.9538314760","-0.8929573200","-0.7930049798","-0.6415563356"," 0.7963172950"," 0.8413413007"," 0.3221637683"," 1.2982555874"," 1.8131565127"," 1.3389813631","-0.7391325237","-0.0929287230","-0.3413687479","-0.4114790775"," 0.4517542661"," 1.0839526808"," 0.7076235119"," 1.9661456516"," 1.3670414685"," 0.4071020885","-0.0696890927","-0.3168363925"," 3.3758060605","-0.0003049375","-0.5884819904","-0.2257967542","-1.0906835243"," 0.1793564245","-1.0161561921","-0.6783833599","-0.0531117700","-0.5857234707","-0.7976717440","-1.0639509895","-1.6054841368"," 0.2692951163","-0.7225744356"," 0.0580719082","-0.8530831109","-0.6666902201","-0.6241085235","-1.0324429106","-0.6937885922","-0.6278856709","-0.9064467275","-1.2193727452"," 0.6688699222","-0.7219534787"," 0.0856965392","-0.9431520997","-0.7256874505","-0.4084677727","-0.6661466312","-0.2890619456","-0.6465316402","-0.5698986049","-0.0223904531"," 1.9744922477"," 0.9888044103","-0.1198440313","-0.0072548995"," 2.9775787824","-0.7363684146"," 0.0345681026","-0.8232312759","-1.0734415652","-0.6217650692","-0.9249018581","-0.0663209569","-0.4059900084"," 1.2539901442"," 0.4164410377","-0.8657351269","-1.0442750548"
"Niacinamide","-0.427233096","-0.565668935","-0.440265634"," 0.475617868"," 0.099849482","-1.116446421","-1.099478453"," 0.441775959"," 0.477378398","-0.258684224","-0.320010493"," 0.572712352"," 0.346679055","-0.614686466","-0.266653861"," 2.530664282"," 0.082680466"," 0.687312660"," 1.484516535","-0.245385153"," 0.755050304","-1.141741432","-1.127349129","-0.558047014","-0.951219501"," 1.244361476","-0.466389560","-0.271791436"," 1.227135610"," 1.281806168"," 1.171407224","-1.082732319","-0.103262937"," 0.361374841"," 0.205876639","-1.112972367","-1.081090148","-0.182249685"," 2.074480489","-1.065104749","-1.083290196"," 0.652038216"," 0.496667985","-0.594807660","-1.113037846","-0.266720338","-0.471963872","-0.309311423","-0.719595096","-0.502822215","-0.422127383","-0.314775685"," 0.219505729"," 0.672256698","-0.176369690"," 0.997929142"," 0.220156753"," 0.524920984"," 1.064846460","-0.576008487"," 0.961489042"," 0.066937537","-0.416208168","-0.783673772","-0.469125488","-1.129162146","-0.126249110","-1.010688793","-1.080393928"," 0.097335480"," 0.744377386","-1.092990611","-1.056872984","-0.751349548","-0.690650973","-0.440652791","-0.445242345","-0.853144863"," 0.313108768","-1.094261049","-1.093333729","-1.001065357"," 0.152168999"," 2.742435207"," 0.890103719","-1.086148582"," 1.106908711","-1.085861172","-0.382871116","-0.601115589","-0.549573944","-0.062838642","-0.003781406","-0.347008215","-0.464345311","-0.260799197","-1.073216779","-0.433025259"," 0.901452648","-1.079372568"," 1.577371132"," 0.244357426","-1.070539703","-1.112427060"," 0.567830270","-1.060385515"," 0.932312662","-0.086495876","-0.261781166"," 0.753358918"," 2.814184810","-1.090446110","-1.050765992"," 0.842030625"," 2.634087512"," 0.844933594"," 3.662863042"," 0.339280146"," 1.549973278","-1.075261601"," 1.162652003"," 0.481569175"," 2.070295500"
"N-Methyl-alpha-aminoisobutyric acid"," 0.026374936","-0.174755632","-0.230513473"," 0.793168275"," 0.797545186","-0.189789650"," 0.138256029","-0.171728139"," 0.519619070"," 0.237408101","-0.031857385","-0.352786262","-0.159586733","-0.884335130","-0.470543311"," 2.057450498","-0.195929999"," 0.858742504"," 1.446152861","-0.870564866"," 0.806231910"," 0.097617510","-0.896418239","-0.873340811","-0.808273989"," 0.458602006","-0.878184169","-0.869941215"," 3.651998944","-0.852725906"," 0.894734753","-0.874089712"," 0.409134918","-0.121634128","-0.850307438","-0.889223374","-0.600456620","-0.868519926","-0.612966031"," 0.214479594","-0.399666412"," 0.613139220"," 1.544025669","-0.877477609","-0.889256143","-0.716964557","-0.381232873","-0.129415366","-0.440888522","-0.475773817","-0.451839285","-0.684955220","-0.887782384"," 3.807473537"," 0.235404267"," 0.852594822"," 0.915938265"," 1.499793818"," 1.637335753","-0.331734209","-0.354480589","-0.096266426","-0.529978492","-0.502265457","-0.573939414","-0.060597830","-0.863104081","-0.838035456","-0.872919461","-0.107254406","-0.841541005"," 3.220646958","-0.861148381"," 0.658165252"," 1.239380887"," 0.347388819","-0.018271596","-0.480132265","-0.043270804","-0.455032861","-0.127876665","-0.833219398","-0.862096878"," 0.450795001","-0.842500066","-0.875799384"," 0.274132950","-0.875655549"," 0.862377158"," 0.803202904","-0.199125572","-0.657788773","-0.060539234","-0.709344114","-0.564617309","-0.870530254","-0.869327650","-0.890872110","-0.883439426","-0.872408320"," 0.185768594","-0.862582105","-0.867987905","-0.888950475"," 2.699185201","-0.174303904"," 0.899847603","-0.865379409","-0.883755532"," 0.008677965"," 2.712221436","-0.877950086","-0.160306053"," 0.700413455"," 1.381583888","-0.847746623"," 0.933048762"," 1.955035990"," 1.133615267","-0.870350983"," 0.082675530","-0.084706778"," 1.211471547"
